"Data","Conta","A"
"2018-07-11",18.00,54
"2018-07-11",17.00,6
"2018-07-11",17.00,22
"2018-07-11",16.00,80
"2018-07-11",13.00,68
"2018-07-11",12.00,18
"2018-07-11",10.00,77
"2018-07-11",5.00,72
"2018-07-11",2.00,44
"2018-07-11",2.00,73
"2018-07-11",1.00,52
"2018-07-11",1.00,45
"2018-07-12",512.00,26
"2018-07-12",423.00,9
"2018-07-12",324.00,25
"2018-07-12",168.00,38
"2018-07-12",153.00,62
"2018-07-12",143.00,39
"2018-07-12",131.00,35
"2018-07-12",117.00,56
"2018-07-12",84.00,23
"2018-07-12",67.00,17
"2018-07-12",65.00,52
"2018-07-12",61.00,2
"2018-07-12",45.00,4
"2018-07-12",42.00,60
"2018-07-12",40.00,70
"2018-07-12",34.00,40
"2018-07-12",30.00,14
"2018-07-12",25.00,1
"2018-07-12",21.00,5
"2018-07-12",19.00,30
"2018-07-12",16.00,6
"2018-07-12",13.00,21
"2018-07-12",11.00,81
"2018-07-12",8.00,15
"2018-07-12",8.00,16
"2018-07-12",8.00,12
"2018-07-12",7.00,3
"2018-07-12",7.00,18
"2018-07-12",7.00,78
"2018-07-12",6.00,19
"2018-07-12",5.00,13
"2018-07-12",5.00,54
"2018-07-12",4.00,79
"2018-07-12",4.00,67
"2018-07-12",4.00,80
"2018-07-12",3.00,22
"2018-07-12",1.00,68
"2018-07-12",1.00,77
"2018-07-13",511.00,26
"2018-07-13",410.00,9
"2018-07-13",284.00,25
"2018-07-13",157.00,38
"2018-07-13",138.00,62
"2018-07-13",124.00,35
"2018-07-13",117.00,39
"2018-07-13",112.00,56
"2018-07-13",76.00,23
"2018-07-13",59.00,2
"2018-07-13",56.00,17
"2018-07-13",55.00,52
"2018-07-13",42.00,70
"2018-07-13",41.00,60
"2018-07-13",36.00,4
"2018-07-13",32.00,14
"2018-07-13",30.00,40
"2018-07-13",23.00,30
"2018-07-13",23.00,1
"2018-07-13",19.00,5
"2018-07-13",13.00,6
"2018-07-13",12.00,21
"2018-07-13",10.00,81
"2018-07-13",8.00,15
"2018-07-13",7.00,12
"2018-07-13",7.00,18
"2018-07-13",7.00,54
"2018-07-13",7.00,78
"2018-07-13",6.00,19
"2018-07-13",5.00,3
"2018-07-13",4.00,80
"2018-07-13",4.00,13
"2018-07-13",4.00,67
"2018-07-13",4.00,16
"2018-07-13",3.00,22
"2018-07-13",2.00,79
"2018-07-13",1.00,68
"2018-07-13",1.00,77
"2018-07-13",1.00,71
"2018-07-14",176.00,38
"2018-07-14",145.00,26
"2018-07-14",139.00,9
"2018-07-14",96.00,56
"2018-07-14",81.00,52
"2018-07-14",79.00,35
"2018-07-14",58.00,39
"2018-07-14",52.00,62
"2018-07-14",52.00,1
"2018-07-14",47.00,25
"2018-07-14",37.00,4
"2018-07-14",36.00,70
"2018-07-14",22.00,17
"2018-07-14",17.00,23
"2018-07-14",14.00,54
"2018-07-14",12.00,2
"2018-07-14",8.00,78
"2018-07-14",8.00,60
"2018-07-14",7.00,79
"2018-07-14",7.00,21
"2018-07-14",3.00,14
"2018-07-14",3.00,19
"2018-07-14",3.00,12
"2018-07-14",3.00,6
"2018-07-14",3.00,30
"2018-07-14",2.00,81
"2018-07-14",1.00,3
"2018-07-14",1.00,22
"2018-07-14",1.00,44
"2018-07-14",1.00,40
"2018-07-15",163.00,38
"2018-07-15",144.00,52
"2018-07-15",114.00,9
"2018-07-15",86.00,35
"2018-07-15",76.00,56
"2018-07-15",62.00,4
"2018-07-15",61.00,26
"2018-07-15",60.00,39
"2018-07-15",46.00,62
"2018-07-15",42.00,25
"2018-07-15",34.00,70
"2018-07-15",34.00,1
"2018-07-15",25.00,79
"2018-07-15",20.00,17
"2018-07-15",12.00,78
"2018-07-15",10.00,23
"2018-07-15",9.00,54
"2018-07-15",7.00,30
"2018-07-15",6.00,2
"2018-07-15",5.00,14
"2018-07-15",4.00,21
"2018-07-15",4.00,44
"2018-07-15",3.00,6
"2018-07-15",2.00,67
"2018-07-15",2.00,19
"2018-07-15",1.00,60
"2018-07-16",502.00,26
"2018-07-16",434.00,9
"2018-07-16",307.00,25
"2018-07-16",173.00,38
"2018-07-16",143.00,62
"2018-07-16",142.00,39
"2018-07-16",127.00,35
"2018-07-16",117.00,56
"2018-07-16",97.00,23
"2018-07-16",70.00,52
"2018-07-16",70.00,2
"2018-07-16",61.00,17
"2018-07-16",50.00,60
"2018-07-16",50.00,70
"2018-07-16",46.00,4
"2018-07-16",34.00,40
"2018-07-16",31.00,14
"2018-07-16",26.00,1
"2018-07-16",24.00,30
"2018-07-16",21.00,5
"2018-07-16",18.00,6
"2018-07-16",15.00,21
"2018-07-16",12.00,81
"2018-07-16",9.00,15
"2018-07-16",7.00,12
"2018-07-16",7.00,3
"2018-07-16",7.00,18
"2018-07-16",7.00,54
"2018-07-16",7.00,67
"2018-07-16",7.00,78
"2018-07-16",6.00,19
"2018-07-16",5.00,16
"2018-07-16",5.00,13
"2018-07-16",5.00,80
"2018-07-16",3.00,22
"2018-07-16",3.00,68
"2018-07-16",2.00,79
"2018-07-16",2.00,77
"2018-07-16",1.00,45
"2018-07-17",1030.00,9
"2018-07-17",924.00,26
"2018-07-17",796.00,25
"2018-07-17",347.00,38
"2018-07-17",325.00,56
"2018-07-17",315.00,39
"2018-07-17",310.00,62
"2018-07-17",289.00,35
"2018-07-17",179.00,2
"2018-07-17",158.00,70
"2018-07-17",151.00,4
"2018-07-17",135.00,17
"2018-07-17",134.00,23
"2018-07-17",90.00,40
"2018-07-17",88.00,1
"2018-07-17",77.00,60
"2018-07-17",70.00,79
"2018-07-17",69.00,14
"2018-07-17",62.00,5
"2018-07-17",59.00,78
"2018-07-17",57.00,30
"2018-07-17",56.00,21
"2018-07-17",50.00,12
"2018-07-17",48.00,15
"2018-07-17",38.00,19
"2018-07-17",37.00,81
"2018-07-17",37.00,3
"2018-07-17",31.00,16
"2018-07-17",27.00,13
"2018-07-17",21.00,67
"2018-07-17",20.00,80
"2018-07-17",17.00,22
"2018-07-17",17.00,54
"2018-07-17",15.00,6
"2018-07-17",14.00,18
"2018-07-17",12.00,77
"2018-07-17",12.00,68
"2018-07-17",5.00,72
"2018-07-17",2.00,44
"2018-07-17",2.00,73
"2018-07-17",1.00,76
"2018-07-17",1.00,52
"2018-07-17",1.00,45
"2018-07-18",908.00,26
"2018-07-18",855.00,9
"2018-07-18",832.00,25
"2018-07-18",342.00,39
"2018-07-18",326.00,38
"2018-07-18",321.00,62
"2018-07-18",283.00,56
"2018-07-18",273.00,35
"2018-07-18",158.00,2
"2018-07-18",155.00,70
"2018-07-18",155.00,4
"2018-07-18",125.00,17
"2018-07-18",125.00,23
"2018-07-18",87.00,14
"2018-07-18",85.00,1
"2018-07-18",83.00,60
"2018-07-18",74.00,79
"2018-07-18",72.00,40
"2018-07-18",65.00,5
"2018-07-18",56.00,78
"2018-07-18",51.00,21
"2018-07-18",51.00,30
"2018-07-18",45.00,12
"2018-07-18",44.00,15
"2018-07-18",40.00,19
"2018-07-18",37.00,3
"2018-07-18",34.00,81
"2018-07-18",26.00,67
"2018-07-18",25.00,13
"2018-07-18",24.00,16
"2018-07-18",21.00,22
"2018-07-18",20.00,80
"2018-07-18",20.00,54
"2018-07-18",19.00,18
"2018-07-18",18.00,6
"2018-07-18",12.00,68
"2018-07-18",12.00,77
"2018-07-18",5.00,72
"2018-07-18",4.00,44
"2018-07-18",2.00,73
"2018-07-18",1.00,52
"2018-07-18",1.00,45
"2018-07-19",509.00,26
"2018-07-19",423.00,9
"2018-07-19",320.00,25
"2018-07-19",173.00,38
"2018-07-19",153.00,35
"2018-07-19",141.00,62
"2018-07-19",128.00,39
"2018-07-19",113.00,56
"2018-07-19",78.00,23
"2018-07-19",66.00,52
"2018-07-19",63.00,2
"2018-07-19",60.00,17
"2018-07-19",51.00,60
"2018-07-19",48.00,70
"2018-07-19",39.00,4
"2018-07-19",33.00,14
"2018-07-19",33.00,40
"2018-07-19",25.00,5
"2018-07-19",22.00,1
"2018-07-19",21.00,30
"2018-07-19",15.00,21
"2018-07-19",14.00,6
"2018-07-19",11.00,81
"2018-07-19",9.00,15
"2018-07-19",7.00,78
"2018-07-19",6.00,12
"2018-07-19",6.00,54
"2018-07-19",5.00,79
"2018-07-19",5.00,80
"2018-07-19",5.00,3
"2018-07-19",5.00,18
"2018-07-19",4.00,13
"2018-07-19",4.00,19
"2018-07-19",4.00,67
"2018-07-19",3.00,16
"2018-07-19",2.00,68
"2018-07-19",2.00,22
"2018-07-19",1.00,71
"2018-07-19",1.00,45
"2018-07-20",419.00,26
"2018-07-20",394.00,9
"2018-07-20",297.00,25
"2018-07-20",147.00,38
"2018-07-20",135.00,62
"2018-07-20",116.00,35
"2018-07-20",114.00,39
"2018-07-20",103.00,56
"2018-07-20",87.00,23
"2018-07-20",57.00,17
"2018-07-20",57.00,2
"2018-07-20",56.00,52
"2018-07-20",49.00,70
"2018-07-20",41.00,4
"2018-07-20",39.00,60
"2018-07-20",27.00,14
"2018-07-20",26.00,40
"2018-07-20",22.00,5
"2018-07-20",21.00,30
"2018-07-20",20.00,1
"2018-07-20",14.00,21
"2018-07-20",12.00,6
"2018-07-20",10.00,81
"2018-07-20",8.00,15
"2018-07-20",8.00,18
"2018-07-20",8.00,12
"2018-07-20",7.00,78
"2018-07-20",7.00,3
"2018-07-20",6.00,54
"2018-07-20",5.00,67
"2018-07-20",4.00,80
"2018-07-20",4.00,16
"2018-07-20",3.00,13
"2018-07-20",3.00,22
"2018-07-20",3.00,19
"2018-07-20",3.00,79
"2018-07-20",2.00,68
"2018-07-20",1.00,77
"2018-07-21",177.00,38
"2018-07-21",158.00,26
"2018-07-21",154.00,9
"2018-07-21",88.00,52
"2018-07-21",84.00,56
"2018-07-21",70.00,35
"2018-07-21",66.00,62
"2018-07-21",60.00,39
"2018-07-21",53.00,25
"2018-07-21",47.00,1
"2018-07-21",39.00,4
"2018-07-21",32.00,70
"2018-07-21",20.00,17
"2018-07-21",14.00,23
"2018-07-21",12.00,2
"2018-07-21",8.00,21
"2018-07-21",8.00,54
"2018-07-21",8.00,79
"2018-07-21",7.00,60
"2018-07-21",4.00,19
"2018-07-21",4.00,78
"2018-07-21",3.00,30
"2018-07-21",3.00,12
"2018-07-21",3.00,44
"2018-07-21",2.00,6
"2018-07-21",2.00,14
"2018-07-21",1.00,5
"2018-07-21",1.00,81
"2018-07-21",1.00,3
"2018-07-21",1.00,22
"2018-07-22",163.00,38
"2018-07-22",149.00,52
"2018-07-22",115.00,9
"2018-07-22",88.00,35
"2018-07-22",76.00,56
"2018-07-22",63.00,39
"2018-07-22",56.00,26
"2018-07-22",55.00,62
"2018-07-22",51.00,4
"2018-07-22",47.00,25
"2018-07-22",34.00,70
"2018-07-22",28.00,1
"2018-07-22",23.00,79
"2018-07-22",21.00,17
"2018-07-22",13.00,78
"2018-07-22",11.00,54
"2018-07-22",10.00,23
"2018-07-22",9.00,30
"2018-07-22",8.00,2
"2018-07-22",6.00,44
"2018-07-22",5.00,21
"2018-07-22",4.00,14
"2018-07-22",2.00,67
"2018-07-22",2.00,19
"2018-07-22",1.00,6
"2018-07-23",496.00,26
"2018-07-23",411.00,9
"2018-07-23",322.00,25
"2018-07-23",183.00,38
"2018-07-23",147.00,62
"2018-07-23",140.00,35
"2018-07-23",128.00,56
"2018-07-23",122.00,39
"2018-07-23",85.00,23
"2018-07-23",70.00,52
"2018-07-23",64.00,2
"2018-07-23",58.00,17
"2018-07-23",49.00,70
"2018-07-23",48.00,4
"2018-07-23",46.00,60
"2018-07-23",39.00,40
"2018-07-23",35.00,14
"2018-07-23",27.00,1
"2018-07-23",25.00,30
"2018-07-23",24.00,5
"2018-07-23",18.00,21
"2018-07-23",14.00,6
"2018-07-23",13.00,81
"2018-07-23",10.00,12
"2018-07-23",9.00,15
"2018-07-23",8.00,3
"2018-07-23",7.00,18
"2018-07-23",7.00,16
"2018-07-23",7.00,54
"2018-07-23",7.00,78
"2018-07-23",5.00,79
"2018-07-23",5.00,67
"2018-07-23",4.00,19
"2018-07-23",3.00,22
"2018-07-23",3.00,77
"2018-07-23",3.00,13
"2018-07-23",2.00,80
"2018-07-23",2.00,68
"2018-07-23",1.00,72
"2018-07-23",1.00,45
"2018-07-24",1020.00,9
"2018-07-24",882.00,26
"2018-07-24",752.00,25
"2018-07-24",380.00,38
"2018-07-24",347.00,62
"2018-07-24",336.00,39
"2018-07-24",296.00,56
"2018-07-24",279.00,35
"2018-07-24",171.00,2
"2018-07-24",165.00,4
"2018-07-24",154.00,70
"2018-07-24",144.00,17
"2018-07-24",142.00,23
"2018-07-24",92.00,1
"2018-07-24",86.00,40
"2018-07-24",72.00,79
"2018-07-24",71.00,60
"2018-07-24",70.00,14
"2018-07-24",57.00,5
"2018-07-24",55.00,30
"2018-07-24",55.00,21
"2018-07-24",51.00,78
"2018-07-24",50.00,12
"2018-07-24",43.00,19
"2018-07-24",41.00,15
"2018-07-24",37.00,81
"2018-07-24",37.00,3
"2018-07-24",24.00,16
"2018-07-24",22.00,67
"2018-07-24",22.00,13
"2018-07-24",21.00,80
"2018-07-24",20.00,22
"2018-07-24",19.00,6
"2018-07-24",19.00,54
"2018-07-24",14.00,68
"2018-07-24",13.00,18
"2018-07-24",12.00,77
"2018-07-24",5.00,72
"2018-07-24",3.00,44
"2018-07-24",2.00,45
"2018-07-24",1.00,52
"2018-07-24",1.00,73
"2018-07-25",1093.00,9
"2018-07-25",915.00,26
"2018-07-25",733.00,25
"2018-07-25",355.00,38
"2018-07-25",353.00,62
"2018-07-25",312.00,39
"2018-07-25",308.00,56
"2018-07-25",271.00,35
"2018-07-25",180.00,4
"2018-07-25",141.00,70
"2018-07-25",131.00,2
"2018-07-25",130.00,23
"2018-07-25",123.00,17
"2018-07-25",90.00,1
"2018-07-25",87.00,40
"2018-07-25",79.00,79
"2018-07-25",76.00,14
"2018-07-25",70.00,60
"2018-07-25",60.00,78
"2018-07-25",59.00,30
"2018-07-25",57.00,21
"2018-07-25",53.00,5
"2018-07-25",44.00,12
"2018-07-25",41.00,19
"2018-07-25",41.00,15
"2018-07-25",36.00,81
"2018-07-25",34.00,3
"2018-07-25",23.00,13
"2018-07-25",23.00,16
"2018-07-25",21.00,67
"2018-07-25",19.00,80
"2018-07-25",19.00,54
"2018-07-25",17.00,22
"2018-07-25",16.00,6
"2018-07-25",16.00,18
"2018-07-25",15.00,68
"2018-07-25",9.00,77
"2018-07-25",5.00,72
"2018-07-25",4.00,44
"2018-07-25",2.00,45
"2018-07-25",1.00,73
"2018-07-25",1.00,52
"2018-07-25",1.00,76
"2018-07-26",553.00,26
"2018-07-26",432.00,9
"2018-07-26",316.00,25
"2018-07-26",167.00,38
"2018-07-26",136.00,62
"2018-07-26",132.00,35
"2018-07-26",130.00,39
"2018-07-26",117.00,56
"2018-07-26",74.00,52
"2018-07-26",74.00,23
"2018-07-26",68.00,17
"2018-07-26",54.00,2
"2018-07-26",47.00,70
"2018-07-26",45.00,60
"2018-07-26",42.00,4
"2018-07-26",38.00,40
"2018-07-26",33.00,14
"2018-07-26",24.00,5
"2018-07-26",24.00,1
"2018-07-26",20.00,30
"2018-07-26",16.00,21
"2018-07-26",13.00,6
"2018-07-26",10.00,81
"2018-07-26",10.00,15
"2018-07-26",7.00,18
"2018-07-26",7.00,54
"2018-07-26",7.00,78
"2018-07-26",6.00,67
"2018-07-26",6.00,16
"2018-07-26",6.00,12
"2018-07-26",6.00,3
"2018-07-26",5.00,19
"2018-07-26",5.00,13
"2018-07-26",4.00,79
"2018-07-26",4.00,80
"2018-07-26",3.00,22
"2018-07-26",2.00,77
"2018-07-26",2.00,68
"2018-07-26",1.00,71
"2018-07-27",484.00,26
"2018-07-27",401.00,9
"2018-07-27",276.00,25
"2018-07-27",157.00,38
"2018-07-27",138.00,62
"2018-07-27",136.00,35
"2018-07-27",122.00,39
"2018-07-27",115.00,56
"2018-07-27",77.00,23
"2018-07-27",62.00,52
"2018-07-27",58.00,2
"2018-07-27",53.00,17
"2018-07-27",41.00,4
"2018-07-27",37.00,60
"2018-07-27",37.00,70
"2018-07-27",30.00,40
"2018-07-27",26.00,14
"2018-07-27",22.00,30
"2018-07-27",22.00,1
"2018-07-27",19.00,5
"2018-07-27",16.00,6
"2018-07-27",13.00,21
"2018-07-27",10.00,81
"2018-07-27",9.00,15
"2018-07-27",7.00,3
"2018-07-27",6.00,54
"2018-07-27",6.00,12
"2018-07-27",5.00,78
"2018-07-27",5.00,19
"2018-07-27",5.00,18
"2018-07-27",4.00,80
"2018-07-27",4.00,22
"2018-07-27",3.00,13
"2018-07-27",3.00,67
"2018-07-27",2.00,16
"2018-07-27",2.00,79
"2018-07-27",1.00,68
"2018-07-27",1.00,45
"2018-07-27",1.00,77
"2018-07-28",168.00,38
"2018-07-28",152.00,26
"2018-07-28",142.00,9
"2018-07-28",84.00,52
"2018-07-28",79.00,56
"2018-07-28",70.00,35
"2018-07-28",61.00,62
"2018-07-28",56.00,39
"2018-07-28",46.00,1
"2018-07-28",43.00,25
"2018-07-28",43.00,4
"2018-07-28",36.00,70
"2018-07-28",20.00,17
"2018-07-28",17.00,23
"2018-07-28",12.00,2
"2018-07-28",10.00,60
"2018-07-28",9.00,54
"2018-07-28",7.00,21
"2018-07-28",6.00,79
"2018-07-28",6.00,12
"2018-07-28",4.00,78
"2018-07-28",3.00,30
"2018-07-28",3.00,19
"2018-07-28",3.00,14
"2018-07-28",3.00,6
"2018-07-28",3.00,44
"2018-07-28",2.00,81
"2018-07-28",1.00,22
"2018-07-28",1.00,3
"2018-07-28",1.00,40
"2018-07-29",153.00,52
"2018-07-29",145.00,38
"2018-07-29",114.00,9
"2018-07-29",82.00,35
"2018-07-29",79.00,56
"2018-07-29",61.00,26
"2018-07-29",55.00,62
"2018-07-29",54.00,4
"2018-07-29",53.00,39
"2018-07-29",39.00,25
"2018-07-29",35.00,1
"2018-07-29",33.00,70
"2018-07-29",29.00,79
"2018-07-29",21.00,17
"2018-07-29",14.00,78
"2018-07-29",9.00,54
"2018-07-29",9.00,23
"2018-07-29",9.00,30
"2018-07-29",7.00,2
"2018-07-29",6.00,21
"2018-07-29",5.00,44
"2018-07-29",4.00,14
"2018-07-29",3.00,6
"2018-07-29",2.00,19
"2018-07-29",2.00,60
"2018-07-29",2.00,67
"2018-07-30",89.00,25
"2018-07-30",58.00,26
"2018-07-30",49.00,9
"2018-07-30",30.00,62
"2018-07-30",22.00,56
"2018-07-30",19.00,38
"2018-07-30",17.00,35
"2018-07-30",12.00,23
"2018-07-30",10.00,52
"2018-07-30",9.00,17
"2018-07-30",8.00,2
"2018-07-30",6.00,39
"2018-07-30",6.00,4
"2018-07-30",4.00,70
"2018-07-30",4.00,60
"2018-07-30",2.00,21
"2018-07-30",2.00,30
"2018-07-30",1.00,40
"2018-07-30",1.00,79
"2018-07-30",1.00,67
"2018-07-30",1.00,1
"2018-07-30",1.00,6
"2018-07-30",1.00,14
"2018-07-30",1.00,81
"2018-07-31",185.00,26
"2018-07-31",167.00,25
"2018-07-31",164.00,9
"2018-07-31",97.00,62
"2018-07-31",82.00,39
"2018-07-31",57.00,38
"2018-07-31",50.00,56
"2018-07-31",37.00,35
"2018-07-31",32.00,2
"2018-07-31",27.00,23
"2018-07-31",23.00,4
"2018-07-31",21.00,70
"2018-07-31",13.00,17
"2018-07-31",11.00,79
"2018-07-31",11.00,21
"2018-07-31",10.00,78
"2018-07-31",10.00,5
"2018-07-31",9.00,19
"2018-07-31",8.00,40
"2018-07-31",7.00,14
"2018-07-31",6.00,12
"2018-07-31",5.00,30
"2018-07-31",4.00,1
"2018-07-31",4.00,60
"2018-07-31",3.00,18
"2018-07-31",3.00,13
"2018-07-31",3.00,3
"2018-07-31",2.00,67
"2018-07-31",2.00,15
"2018-07-31",2.00,16
"2018-07-31",1.00,54
"2018-07-31",1.00,72
"2018-07-31",1.00,80
"2018-07-31",1.00,22
"2018-07-31",1.00,68
"2018-08-01",209.00,26
"2018-08-01",177.00,25
"2018-08-01",157.00,9
"2018-08-01",59.00,38
"2018-08-01",58.00,39
"2018-08-01",50.00,62
"2018-08-01",49.00,35
"2018-08-01",43.00,56
"2018-08-01",37.00,17
"2018-08-01",28.00,70
"2018-08-01",21.00,2
"2018-08-01",18.00,23
"2018-08-01",13.00,14
"2018-08-01",13.00,30
"2018-08-01",12.00,4
"2018-08-01",12.00,1
"2018-08-01",10.00,79
"2018-08-01",8.00,40
"2018-08-01",7.00,60
"2018-08-01",7.00,81
"2018-08-01",7.00,5
"2018-08-01",5.00,78
"2018-08-01",4.00,3
"2018-08-01",3.00,12
"2018-08-01",2.00,21
"2018-08-01",2.00,18
"2018-08-01",2.00,15
"2018-08-01",2.00,13
"2018-08-01",1.00,80
"2018-08-01",1.00,6
"2018-08-01",1.00,77
"2018-08-01",1.00,67
"2018-08-01",1.00,54
"2018-08-01",1.00,22
"2018-08-01",1.00,68
"2018-08-02",82.00,9
"2018-08-02",68.00,26
"2018-08-02",54.00,25
"2018-08-02",28.00,38
"2018-08-02",22.00,39
"2018-08-02",18.00,62
"2018-08-02",17.00,56
"2018-08-02",15.00,23
"2018-08-02",13.00,35
"2018-08-02",12.00,52
"2018-08-02",8.00,2
"2018-08-02",6.00,40
"2018-08-02",5.00,70
"2018-08-02",5.00,30
"2018-08-02",4.00,17
"2018-08-02",3.00,4
"2018-08-02",2.00,60
"2018-08-02",2.00,14
"2018-08-02",1.00,1
"2018-08-02",1.00,15
"2018-08-02",1.00,78
"2018-08-03",90.00,26
"2018-08-03",42.00,25
"2018-08-03",29.00,9
"2018-08-03",25.00,62
"2018-08-03",18.00,38
"2018-08-03",15.00,23
"2018-08-03",12.00,39
"2018-08-03",11.00,56
"2018-08-03",10.00,2
"2018-08-03",9.00,4
"2018-08-03",7.00,35
"2018-08-03",6.00,60
"2018-08-03",6.00,17
"2018-08-03",6.00,14
"2018-08-03",4.00,30
"2018-08-03",3.00,5
"2018-08-03",3.00,70
"2018-08-03",2.00,21
"2018-08-03",2.00,40
"2018-08-03",1.00,78
"2018-08-03",1.00,52
"2018-08-03",1.00,12
"2018-08-04",30.00,26
"2018-08-04",24.00,38
"2018-08-04",15.00,9
"2018-08-04",13.00,56
"2018-08-04",11.00,62
"2018-08-04",11.00,52
"2018-08-04",7.00,39
"2018-08-04",5.00,35
"2018-08-04",5.00,1
"2018-08-04",4.00,25
"2018-08-04",3.00,4
"2018-08-04",2.00,70
"2018-08-04",2.00,78
"2018-08-04",2.00,23
"2018-08-04",1.00,2
"2018-08-04",1.00,54
"2018-08-05",35.00,52
"2018-08-05",18.00,38
"2018-08-05",12.00,56
"2018-08-05",10.00,9
"2018-08-05",9.00,39
"2018-08-05",8.00,26
"2018-08-05",7.00,62
"2018-08-05",6.00,4
"2018-08-05",5.00,70
"2018-08-05",5.00,35
"2018-08-05",4.00,25
"2018-08-05",3.00,79
"2018-08-05",2.00,1
"2018-08-05",2.00,78
"2018-08-05",1.00,17
"2018-08-05",1.00,30
"2018-08-06",106.00,26
"2018-08-06",95.00,9
"2018-08-06",41.00,25
"2018-08-06",29.00,35
"2018-08-06",22.00,56
"2018-08-06",17.00,62
"2018-08-06",17.00,38
"2018-08-06",11.00,52
"2018-08-06",9.00,39
"2018-08-06",8.00,23
"2018-08-06",8.00,4
"2018-08-06",7.00,17
"2018-08-06",5.00,70
"2018-08-06",5.00,2
"2018-08-06",4.00,5
"2018-08-06",4.00,40
"2018-08-06",3.00,14
"2018-08-06",3.00,60
"2018-08-06",2.00,21
"2018-08-06",1.00,3
"2018-08-06",1.00,30
"2018-08-07",225.00,26
"2018-08-07",159.00,9
"2018-08-07",122.00,25
"2018-08-07",97.00,62
"2018-08-07",86.00,39
"2018-08-07",57.00,38
"2018-08-07",55.00,56
"2018-08-07",50.00,35
"2018-08-07",37.00,70
"2018-08-07",30.00,4
"2018-08-07",27.00,2
"2018-08-07",21.00,79
"2018-08-07",20.00,5
"2018-08-07",20.00,1
"2018-08-07",16.00,17
"2018-08-07",14.00,14
"2018-08-07",13.00,23
"2018-08-07",13.00,30
"2018-08-07",11.00,78
"2018-08-07",9.00,21
"2018-08-07",8.00,40
"2018-08-07",7.00,15
"2018-08-07",7.00,12
"2018-08-07",5.00,19
"2018-08-07",4.00,3
"2018-08-07",4.00,60
"2018-08-07",3.00,22
"2018-08-07",3.00,16
"2018-08-07",2.00,81
"2018-08-07",2.00,68
"2018-08-07",1.00,54
"2018-08-07",1.00,80
"2018-08-07",1.00,18
"2018-08-07",1.00,67
"2018-08-08",260.00,9
"2018-08-08",226.00,25
"2018-08-08",167.00,26
"2018-08-08",69.00,38
"2018-08-08",44.00,39
"2018-08-08",37.00,35
"2018-08-08",25.00,62
"2018-08-08",25.00,23
"2018-08-08",24.00,2
"2018-08-08",21.00,70
"2018-08-08",20.00,56
"2018-08-08",18.00,14
"2018-08-08",17.00,40
"2018-08-08",16.00,79
"2018-08-08",15.00,4
"2018-08-08",15.00,5
"2018-08-08",9.00,1
"2018-08-08",7.00,17
"2018-08-08",5.00,30
"2018-08-08",5.00,81
"2018-08-08",4.00,67
"2018-08-08",4.00,78
"2018-08-08",4.00,3
"2018-08-08",4.00,15
"2018-08-08",3.00,21
"2018-08-08",3.00,60
"2018-08-08",2.00,80
"2018-08-08",2.00,22
"2018-08-08",2.00,19
"2018-08-08",2.00,18
"2018-08-08",2.00,16
"2018-08-08",2.00,12
"2018-08-08",2.00,13
"2018-08-08",1.00,68
"2018-08-08",1.00,54
"2018-08-09",72.00,25
"2018-08-09",57.00,9
"2018-08-09",47.00,26
"2018-08-09",29.00,38
"2018-08-09",25.00,39
"2018-08-09",23.00,35
"2018-08-09",11.00,56
"2018-08-09",9.00,17
"2018-08-09",9.00,23
"2018-08-09",7.00,52
"2018-08-09",7.00,60
"2018-08-09",7.00,4
"2018-08-09",5.00,62
"2018-08-09",4.00,40
"2018-08-09",4.00,2
"2018-08-09",3.00,5
"2018-08-09",3.00,70
"2018-08-09",2.00,1
"2018-08-09",2.00,14
"2018-08-09",1.00,15
"2018-08-09",1.00,30
"2018-08-09",1.00,81
"2018-08-10",81.00,26
"2018-08-10",72.00,9
"2018-08-10",46.00,25
"2018-08-10",27.00,38
"2018-08-10",21.00,35
"2018-08-10",19.00,39
"2018-08-10",15.00,62
"2018-08-10",15.00,56
"2018-08-10",12.00,23
"2018-08-10",10.00,17
"2018-08-10",9.00,52
"2018-08-10",8.00,2
"2018-08-10",6.00,14
"2018-08-10",4.00,70
"2018-08-10",3.00,40
"2018-08-10",3.00,60
"2018-08-10",2.00,4
"2018-08-10",1.00,6
"2018-08-10",1.00,78
"2018-08-10",1.00,1
"2018-08-10",1.00,30
"2018-08-11",20.00,9
"2018-08-11",17.00,38
"2018-08-11",15.00,56
"2018-08-11",14.00,35
"2018-08-11",13.00,62
"2018-08-11",11.00,52
"2018-08-11",10.00,26
"2018-08-11",8.00,39
"2018-08-11",8.00,1
"2018-08-11",4.00,25
"2018-08-11",3.00,4
"2018-08-11",3.00,70
"2018-08-11",2.00,17
"2018-08-11",2.00,23
"2018-08-11",1.00,79
"2018-08-11",1.00,2
"2018-08-11",1.00,19
"2018-08-12",37.00,52
"2018-08-12",30.00,38
"2018-08-12",13.00,4
"2018-08-12",12.00,9
"2018-08-12",11.00,39
"2018-08-12",10.00,26
"2018-08-12",6.00,25
"2018-08-12",5.00,35
"2018-08-12",5.00,62
"2018-08-12",4.00,79
"2018-08-12",3.00,56
"2018-08-12",2.00,70
"2018-08-12",2.00,1
"2018-08-12",1.00,2
"2018-08-12",1.00,78
"2018-08-13",112.00,9
"2018-08-13",79.00,26
"2018-08-13",32.00,38
"2018-08-13",25.00,25
"2018-08-13",22.00,39
